miRNA	cellontology	sign	pvalue
hsa-miR-578-5p	pluripotent stem cell	enriched	2.22717e-05
hsa-miR-580-5p	leukocyte	depleted	1.98645e-05
hsa-miR-580-5p	hematopoietic cell	depleted	3.2088e-05
hsa-miR-580-5p	lymphocyte	depleted	0.000192308
hsa-miR-582-3p	epithelial cell	enriched	4.7161e-17
hsa-miR-582-3p	endothelial cell	enriched	9.23784e-15
hsa-miR-582-3p	endothelial cell of vascular tree	enriched	1.4079e-11
hsa-miR-582-3p	fat cell	depleted	2.54064e-05
hsa-miR-582-3p	GAG secreting cell	depleted	3.25741e-05
hsa-miR-582-3p	fibroblast	depleted	5.8768e-05
hsa-miR-584-5p	epithelial cell	enriched	3.37629e-29
hsa-miR-584-5p	squamous epithelial cell	enriched	1.731e-08
hsa-miR-584-5p	endothelial cell of vascular tree	enriched	1.15233e-06
hsa-miR-584-5p	leukocyte	depleted	9.57862e-15
hsa-miR-584-5p	hematopoietic cell	depleted	2.93357e-14
hsa-miR-584-5p	lymphocyte	depleted	5.82455e-11
hsa-miR-585-3p	mesothelial cell	enriched	0.000150277
hsa-miR-585-3p	leukocyte	depleted	7.24892e-14
hsa-miR-585-3p	hematopoietic cell	depleted	9.15735e-13
hsa-miR-585-3p	myeloid leukocyte	depleted	1.04322e-06
hsa-miR-589-5p	pluripotent stem cell	enriched	1.09861e-08
hsa-miR-589-5p	embryonic stem cell	enriched	5.63477e-06
hsa-miR-589-5p	kidney epithelial cell	enriched	3.26208e-05
hsa-miR-589-5p	endothelial cell of vascular tree	depleted	4.94662e-06
hsa-miR-589-5p	Hepatocyte	depleted	4.12092e-05
hsa-miR-589-5p	blood vessel endothelial cell	depleted	8.38556e-05
hsa-miR-590-3p	leukocyte	enriched	6.8415e-09
hsa-miR-590-3p	meso-epithelial cell	enriched	8.54815e-09
hsa-miR-590-3p	hematopoietic cell	enriched	2.02162e-08
hsa-miR-590-3p	pluripotent stem cell	depleted	7.62553e-07
hsa-miR-590-3p	Hepatocyte	depleted	0.00011561
hsa-miR-590-3p	embryonic stem cell	depleted	0.000159866
hsa-miR-592	pluripotent stem cell	enriched	2.25661e-07
hsa-miR-592	Hepatocyte	enriched	0.000127375
hsa-miR-592	mesodermal cell	depleted	9.11988e-10
hsa-miR-598-3p	pluripotent stem cell	enriched	5.19275e-12
hsa-miR-598-3p	lymphocyte	enriched	1.19283e-09
hsa-miR-598-3p	epithelial cell	enriched	5.28763e-08
hsa-miR-598-3p	mesodermal cell	depleted	1.43042e-07
hsa-miR-598-3p	preadipocyte	depleted	1.48382e-06
hsa-miR-598-3p	GAG secreting cell	depleted	2.85033e-06
hsa-miR-600-5p	B cell	enriched	5.55741e-05
hsa-miR-600-5p	leukocyte	depleted	3.09772e-05
hsa-miR-600-5p	hematopoietic cell	depleted	5.03335e-05
hsa-miR-605-3p	fibroblast	enriched	4.52084e-06
hsa-miR-605-3p	muscle cell	enriched	4.78604e-06
hsa-miR-605-3p	preadipocyte	enriched	1.4013e-05
hsa-miR-605-3p	leukocyte	depleted	3.42998e-08
hsa-miR-605-3p	epithelial cell	depleted	1.32676e-06
hsa-miR-605-3p	hematopoietic cell	depleted	1.65467e-06
hsa-miR-611	lymphocyte	depleted	1.91771e-05
hsa-miR-611	leukocyte	depleted	6.48175e-05
hsa-miR-611	hematopoietic cell	depleted	0.000100099
hsa-miR-615-3p	cell of skeletal muscle	enriched	1.84611e-07
hsa-miR-615-3p	preadipocyte	enriched	2.23851e-07
hsa-miR-615-3p	mesenchymal stem cell	enriched	4.7488e-06
hsa-miR-615-3p	hematopoietic cell	depleted	1.16521e-15
hsa-miR-615-3p	leukocyte	depleted	6.72993e-15
hsa-miR-615-3p	myeloid leukocyte	depleted	3.47772e-08
hsa-miR-616-5p	leukocyte	enriched	4.79769e-21
hsa-miR-616-5p	hematopoietic cell	enriched	5.831e-21
hsa-miR-616-5p	myeloid leukocyte	enriched	2.58644e-17
hsa-miR-616-5p	endodermal cell	depleted	0.00017589
hsa-miR-618	myeloid leukocyte	enriched	2.67251e-14
hsa-miR-618	neutrophil	enriched	5.08795e-14
hsa-miR-618	leukocyte	enriched	6.38094e-14
hsa-miR-618	mesodermal cell	depleted	1.76853e-08
hsa-miR-618	epithelial cell	depleted	9.09068e-06
hsa-miR-618	squamous epithelial cell	depleted	1.58892e-05
hsa-miR-624-5p	epithelial cell	enriched	4.44096e-06
hsa-miR-624-5p	myeloid leukocyte	enriched	6.05192e-06
hsa-miR-624-5p	leukocyte	enriched	3.52025e-05
hsa-miR-625-3p	ciliated epithelial cell	enriched	2.24676e-07
hsa-miR-625-3p	Hepatocyte	depleted	2.32292e-06
hsa-miR-625-3p	GAG secreting cell	depleted	9.29199e-06
hsa-miR-625-3p	myeloid leukocyte	depleted	3.7782e-05
hsa-miR-627-5p	leukocyte	enriched	2.20694e-08
hsa-miR-627-5p	hematopoietic cell	enriched	1.21975e-07
hsa-miR-627-5p	epithelial cell	enriched	0.000181547
hsa-miR-627-5p	pluripotent stem cell	depleted	2.32382e-06
hsa-miR-627-5p	iPS	depleted	0.000153813
hsa-miR-628-5p	myeloid leukocyte	enriched	1.53225e-19
hsa-miR-628-5p	hematopoietic cell	enriched	3.98834e-18
hsa-miR-628-5p	leukocyte	enriched	1.37061e-16
hsa-miR-628-5p	epithelial cell	depleted	1.68954e-05
hsa-miR-628-5p	fibroblast	depleted	5.30842e-05
hsa-miR-629-5p	stem cell	enriched	1.16656e-05
hsa-miR-629-5p	neuronal stem cell	enriched	0.000232056
hsa-miR-629-5p	ciliated epithelial cell	enriched	0.000257664
hsa-miR-636	retinal pigment epithelial cell	enriched	0.000275133
hsa-miR-641	pluripotent stem cell	enriched	8.15508e-05
hsa-miR-641	neurectodermal cell	enriched	0.000129646
hsa-miR-641	hematopoietic cell	depleted	1.27291e-09
hsa-miR-641	leukocyte	depleted	1.29049e-09
hsa-miR-641	monocyte	depleted	4.34385e-05
hsa-miR-642a-3p	leukocyte	enriched	7.07063e-12
hsa-miR-642a-3p	hematopoietic cell	enriched	4.50245e-11
hsa-miR-642a-3p	alpha-beta T cell	enriched	5.434e-08
hsa-miR-642a-3p	myeloid leukocyte	depleted	0.000324341
hsa-miR-650-3p	B cell	enriched	1.57875e-06
hsa-miR-651-5p	leukocyte	enriched	8.68541e-11
hsa-miR-651-5p	hematopoietic cell	enriched	5.92646e-10
hsa-miR-651-5p	epithelial cell	enriched	5.96667e-07
hsa-miR-651-5p	fibroblast	depleted	8.8669e-08
hsa-miR-651-5p	mesodermal cell	depleted	3.98789e-07
hsa-miR-651-5p	vascular associated smooth muscle cell	depleted	1.55654e-05
hsa-miR-652-3p	leukocyte	enriched	6.15592e-37
hsa-miR-652-3p	hematopoietic cell	enriched	7.61584e-34
hsa-miR-652-3p	myeloid leukocyte	enriched	1.66587e-27
hsa-miR-652-3p	muscle cell	depleted	1.2786e-10
hsa-miR-652-3p	endothelial cell	depleted	5.34115e-08
hsa-miR-652-3p	fibroblast	depleted	1.11828e-07
hsa-miR-653-5p	iPS	enriched	2.38495e-08
hsa-miR-653-5p	monocyte	enriched	3.87781e-06
hsa-miR-653-5p	extraembryonic cell	enriched	3.54549e-05
hsa-miR-653-5p	fibroblast	depleted	0.000240852
hsa-miR-654-3p	fibroblast	enriched	7.49586e-14
hsa-miR-654-3p	muscle cell	enriched	3.78929e-12
hsa-miR-654-3p	mesodermal cell	enriched	7.67132e-10
hsa-miR-654-3p	leukocyte	depleted	3.82042e-36
hsa-miR-654-3p	hematopoietic cell	depleted	9.98617e-32
hsa-miR-654-3p	lymphocyte	depleted	3.26581e-21
hsa-miR-655-3p	mesodermal cell	enriched	9.42435e-12
hsa-miR-655-3p	muscle cell	enriched	1.50091e-11
hsa-miR-655-3p	fibroblast	enriched	3.52801e-11
hsa-miR-655-3p	leukocyte	depleted	2.14447e-27
hsa-miR-655-3p	hematopoietic cell	depleted	7.77628e-25
hsa-miR-655-3p	lymphocyte	depleted	7.82734e-14
hsa-miR-656-3p	muscle cell	enriched	5.6969e-14
hsa-miR-656-3p	mesodermal cell	enriched	3.67345e-12
hsa-miR-656-3p	fibroblast	enriched	7.41023e-11
hsa-miR-656-3p	leukocyte	depleted	1.41355e-23
hsa-miR-656-3p	hematopoietic cell	depleted	6.05259e-20
hsa-miR-656-3p	lymphocyte	depleted	2.24748e-14
hsa-miR-659-5p	leukocyte	enriched	1.16142e-19
hsa-miR-659-5p	hematopoietic cell	enriched	3.13602e-18
hsa-miR-659-5p	lymphocyte	enriched	9.29658e-18
hsa-miR-659-5p	mesodermal cell	depleted	1.46268e-08
hsa-miR-659-5p	epithelial cell	depleted	1.88899e-06
hsa-miR-660-5p	monocyte	enriched	4.62047e-14
hsa-miR-660-5p	phagocyte	enriched	5.8618e-10
hsa-miR-660-5p	myeloid leukocyte	enriched	3.30649e-08
hsa-miR-660-5p	embryonic stem cell	depleted	2.9184e-09
hsa-miR-660-5p	endothelial cell of vascular tree	depleted	1.69273e-08
hsa-miR-660-5p	pluripotent stem cell	depleted	3.91026e-08
hsa-miR-662	placental epithelial cell	depleted	0.000190438
hsa-miR-664a-3p	leukocyte	enriched	4.73492e-46
hsa-miR-664a-3p	hematopoietic cell	enriched	7.15162e-42
hsa-miR-664a-3p	lymphocyte	enriched	4.73246e-18
hsa-miR-664a-3p	epithelial cell	depleted	7.15152e-12
hsa-miR-664a-3p	fibroblast	depleted	3.9381e-07
hsa-miR-664a-3p	endo-epithelial cell	depleted	1.76872e-06
hsa-miR-664b-3p	leukocyte	enriched	3.58382e-31
hsa-miR-664b-3p	hematopoietic cell	enriched	8.86918e-29
hsa-miR-664b-3p	lymphocyte	enriched	2.30508e-17
hsa-miR-664b-3p	epithelial cell	depleted	2.34858e-07
hsa-miR-664b-3p	fibroblast	depleted	2.63825e-05
hsa-miR-665	muscle cell	enriched	4.57337e-12
hsa-miR-665	mesodermal cell	enriched	1.22502e-10
hsa-miR-665	fibroblast	enriched	1.22634e-08
hsa-miR-665	leukocyte	depleted	7.07737e-44
hsa-miR-665	hematopoietic cell	depleted	8.20228e-40
hsa-miR-665	lymphocyte	depleted	2.72329e-18
hsa-miR-668-3p	extraembryonic cell	enriched	8.98063e-10
hsa-miR-668-3p	smooth muscle cell	enriched	2.89112e-08
hsa-miR-668-3p	muscle cell	enriched	6.21894e-08
hsa-miR-668-3p	leukocyte	depleted	6.10837e-19
hsa-miR-668-3p	hematopoietic cell	depleted	2.5268e-15
hsa-miR-668-3p	lymphocyte	depleted	3.60999e-10
hsa-miR-670-3p	pluripotent stem cell	enriched	7.31794e-07
hsa-miR-670-3p	light melanocyte	enriched	1.57154e-05
hsa-miR-670-3p	embryonic stem cell	enriched	4.47972e-05
hsa-miR-671-3p	mesenchymal stem cell	enriched	2.02477e-07
hsa-miR-671-3p	fibroblast	enriched	5.0247e-06
hsa-miR-671-3p	stem cell	enriched	2.2072e-05
hsa-miR-671-3p	hematopoietic cell	depleted	3.62786e-13
hsa-miR-671-3p	leukocyte	depleted	1.53447e-12
hsa-miR-671-3p	lymphocyte	depleted	1.79641e-08
hsa-miR-675-3p	extraembryonic cell	enriched	5.95286e-17
hsa-miR-675-3p	epithelial cell of amnion	enriched	5.55264e-09
hsa-miR-675-3p	skeletal muscle myoblast	enriched	2.65332e-08
hsa-miR-675-3p	hematopoietic cell	depleted	3.72472e-08
hsa-miR-675-3p	leukocyte	depleted	9.60653e-08
hsa-miR-675-3p	myeloid leukocyte	depleted	0.000229765
hsa-miR-676-3p	pluripotent stem cell	enriched	2.27636e-08
hsa-miR-676-3p	embryonic stem cell	enriched	6.28937e-05
hsa-miR-676-3p	iPS	enriched	0.000180689
hsa-miR-708-5p	neural cell	enriched	9.54084e-09
hsa-miR-708-5p	muscle cell	enriched	1.68929e-08
hsa-miR-708-5p	astrocyte	enriched	1.37684e-07
hsa-miR-708-5p	endothelial cell of vascular tree	depleted	1.62338e-14
hsa-miR-708-5p	hematopoietic cell	depleted	3.4238e-13
hsa-miR-708-5p	blood vessel endothelial cell	depleted	4.67115e-13
hsa-miR-744-5p	blood vessel endothelial cell	enriched	6.33697e-08
hsa-miR-744-5p	kidney epithelial cell	enriched	3.06439e-05
hsa-miR-744-5p	squamous epithelial cell	enriched	3.09809e-05
hsa-miR-744-5p	lymphocyte	depleted	5.23846e-11
hsa-miR-744-5p	T cell	depleted	9.86897e-07
hsa-miR-744-5p	alpha-beta T cell	depleted	6.32286e-06
hsa-miR-758-3p	mesodermal cell	enriched	5.79348e-09
hsa-miR-758-3p	muscle cell	enriched	1.35436e-08
hsa-miR-758-3p	fibroblast	enriched	2.63891e-08
hsa-miR-758-3p	leukocyte	depleted	1.41427e-31
hsa-miR-758-3p	hematopoietic cell	depleted	7.71278e-28
hsa-miR-758-3p	lymphocyte	depleted	3.13405e-17
hsa-miR-760	Fibroblast - Mammary	enriched	1.46543e-07
hsa-miR-760	blood vessel endothelial cell	enriched	0.000126727
hsa-miR-760	endothelial cell	enriched	0.000214682
hsa-miR-760	lymphocyte	depleted	0.000164928
hsa-miR-760	hematopoietic cell	depleted	0.000278615
hsa-miR-760	leukocyte	depleted	0.000286952
hsa-miR-766-3p	leukocyte	enriched	1.69992e-37
hsa-miR-766-3p	hematopoietic cell	enriched	4.71799e-35
hsa-miR-766-3p	lymphocyte	enriched	1.2482e-20
hsa-miR-766-3p	muscle cell	depleted	7.92854e-09
hsa-miR-766-3p	epithelial cell	depleted	1.4709e-06
hsa-miR-766-3p	fibroblast	depleted	2.91736e-06
hsa-miR-767-5p	pluripotent stem cell	enriched	1.12989e-11
hsa-miR-767-5p	neural cell	enriched	4.05906e-10
hsa-miR-767-5p	neurectodermal cell	enriched	1.58771e-08
hsa-miR-767-5p	cell of skeletal muscle	depleted	5.90859e-07
hsa-miR-767-5p	muscle cell	depleted	6.05658e-06
hsa-miR-767-5p	meso-epithelial cell	depleted	3.93674e-05
hsa-miR-769-5p	blood vessel endothelial cell	enriched	3.92794e-14
hsa-miR-769-5p	endothelial cell	enriched	2.52777e-13
hsa-miR-769-5p	endothelial cell of vascular tree	enriched	2.43354e-10
hsa-miR-769-5p	Hepatocyte	depleted	5.41176e-08
hsa-miR-769-5p	chondrocyte	depleted	9.52602e-07
hsa-miR-769-5p	hematopoietic cell	depleted	9.72503e-07
hsa-miR-770-5p	mesodermal cell	enriched	7.51724e-08
hsa-miR-770-5p	muscle cell	enriched	0.000121601
hsa-miR-770-5p	leukocyte	depleted	4.53126e-20
hsa-miR-770-5p	hematopoietic cell	depleted	1.75529e-17
hsa-miR-770-5p	lymphocyte	depleted	5.65703e-09
hsa-miR-802	Hepatocyte	depleted	1.77067e-06
hsa-miR-873-5p	leukocyte	enriched	6.96887e-09
hsa-miR-873-5p	hematopoietic cell	enriched	3.31038e-08
hsa-miR-873-5p	natural killer cell	enriched	4.25231e-08
hsa-miR-873-5p	endothelial cell	depleted	2.27491e-07
hsa-miR-873-5p	endothelial cell of vascular tree	depleted	1.22172e-06
hsa-miR-873-5p	lining cell	depleted	1.48476e-06
hsa-miR-874-3p	endothelial cell of vascular tree	enriched	3.24286e-13
hsa-miR-874-3p	blood vessel endothelial cell	enriched	6.76403e-13
hsa-miR-874-3p	endothelial cell	enriched	1.7743e-12
hsa-miR-874-3p	muscle cell	depleted	1.49694e-11
hsa-miR-874-3p	preadipocyte	depleted	1.27727e-08
hsa-miR-874-3p	smooth muscle cell	depleted	9.38575e-08
hsa-miR-876-5p	natural killer cell	enriched	2.0834e-05
hsa-miR-876-5p	lymphocyte	enriched	0.000250795
hsa-miR-876-5p	neutrophil	depleted	9.17801e-05
hsa-miR-877-5p	epithelial cell	enriched	2.06818e-10
hsa-miR-877-5p	endothelial cell	enriched	3.81626e-07
hsa-miR-877-5p	kidney epithelial cell	enriched	4.45458e-07
hsa-miR-877-5p	hematopoietic cell	depleted	1.33298e-07
hsa-miR-877-5p	leukocyte	depleted	1.98962e-07
hsa-miR-877-5p	GAG secreting cell	depleted	2.82092e-07
hsa-miR-885-5p	Hepatocyte	enriched	2.23824e-08
hsa-miR-885-5p	mast cell	enriched	1.36676e-05
hsa-miR-885-5p	phagocyte	depleted	2.02455e-06
hsa-miR-885-5p	monocyte	depleted	2.27743e-06
hsa-miR-885-5p	classical monocyte	depleted	7.54428e-05
hsa-miR-887-3p	endothelial cell	enriched	6.10041e-21
hsa-miR-887-3p	endothelial cell of vascular tree	enriched	1.09337e-16
hsa-miR-887-3p	lining cell	enriched	6.11265e-16
hsa-miR-887-3p	leukocyte	depleted	5.3273e-57
hsa-miR-887-3p	hematopoietic cell	depleted	3.80145e-52
hsa-miR-887-3p	myeloid leukocyte	depleted	3.00604e-25
hsa-miR-888-5p	neurectodermal cell	enriched	1.055e-07
hsa-miR-888-5p	ciliated epithelial cell	enriched	1.39272e-07
hsa-miR-888-5p	ectodermal cell	enriched	1.3216e-06
hsa-miR-888-5p	mesodermal cell	depleted	8.8155e-05
hsa-miR-889-3p	muscle cell	enriched	6.4196e-09
hsa-miR-889-3p	mesodermal cell	enriched	1.04964e-08
hsa-miR-889-3p	fibroblast	enriched	4.18317e-08
hsa-miR-889-3p	leukocyte	depleted	2.2057e-23
hsa-miR-889-3p	hematopoietic cell	depleted	1.59502e-20
hsa-miR-889-3p	monocyte	depleted	2.31985e-14
hsa-miR-891a-5p	ciliated epithelial cell	enriched	1.0407e-08
hsa-miR-891a-5p	neurectodermal cell	enriched	1.96487e-08
hsa-miR-891a-5p	ectodermal cell	enriched	5.9538e-07
hsa-miR-891a-5p	cell of skeletal muscle	depleted	9.33273e-06
hsa-miR-891a-5p	skeletal muscle myoblast	depleted	9.86597e-06
hsa-miR-891a-5p	hematopoietic cell	depleted	8.44573e-05
hsa-miR-922	phagocyte	enriched	0.000144701
hsa-miR-922	classical monocyte	depleted	2.48097e-05
hsa-miR-922	CD14-positive, CD16-positive monocyte	depleted	0.000230159
hsa-miR-934	epithelial cell	enriched	2.82388e-19
hsa-miR-934	extraembryonic cell	enriched	3.50807e-11
hsa-miR-934	endo-epithelial cell	enriched	1.27018e-10
hsa-miR-934	general ecto-epithelial cell	depleted	3.42985e-08
hsa-miR-934	ecto-epithelial cell	depleted	4.13659e-06
hsa-miR-934	respiratory epithelial cell	depleted	1.14377e-05
hsa-miR-935	endothelial cell	enriched	3.81473e-15
hsa-miR-935	blood vessel endothelial cell	enriched	3.88989e-15
hsa-miR-935	endothelial cell of vascular tree	enriched	3.29029e-13
hsa-miR-935	lymphocyte	depleted	5.17759e-08
hsa-miR-935	hematopoietic cell	depleted	2.63946e-06
hsa-miR-935	neural cell	depleted	3.49193e-06
hsa-miR-936	epithelial cell	enriched	1.15333e-07
hsa-miR-936	urothelial cell	enriched	0.000191854
hsa-miR-937-3p	pluripotent stem cell	enriched	1.14895e-09
hsa-miR-937-3p	epithelial cell	enriched	7.64264e-09
hsa-miR-937-3p	iPS	enriched	2.411e-07
hsa-miR-937-3p	hematopoietic cell	depleted	2.05887e-09
hsa-miR-937-3p	leukocyte	depleted	9.15556e-09
hsa-miR-937-3p	myeloid leukocyte	depleted	9.7159e-05
hsa-miR-940	mesodermal cell	enriched	7.15528e-06
hsa-miR-940	endothelial cell	enriched	4.28287e-05
hsa-miR-940	blood vessel endothelial cell	enriched	0.000133909
hsa-miR-940	lymphocyte	depleted	7.61099e-11
hsa-miR-940	leukocyte	depleted	2.27043e-10
hsa-miR-940	hematopoietic cell	depleted	1.13319e-09
hsa-miR-941	myeloid leukocyte	enriched	3.67175e-16
hsa-miR-941	leukocyte	enriched	4.17736e-11
hsa-miR-941	neutrophil	enriched	8.48753e-11
hsa-miR-941	GAG secreting cell	depleted	1.17271e-06
hsa-miR-941	muscle cell	depleted	2.92411e-05
hsa-miR-941	vascular associated smooth muscle cell	depleted	3.2163e-05
hsa-miR-941-3-5p	myeloid leukocyte	enriched	1.00268e-16
hsa-miR-941-3-5p	leukocyte	enriched	1.54711e-11
hsa-miR-941-3-5p	neutrophil	enriched	5.11815e-11
hsa-miR-941-3-5p	GAG secreting cell	depleted	1.13449e-06
hsa-miR-941-3-5p	muscle cell	depleted	2.06802e-05
hsa-miR-941-3-5p	vascular associated smooth muscle cell	depleted	2.75179e-05
hsa-miR-942-5p	leukocyte	enriched	1.03272e-05
hsa-miR-942-5p	blood vessel endothelial cell	enriched	1.08339e-05
hsa-miR-942-5p	neutrophil	enriched	2.11629e-05
hsa-miR-942-5p	fat cell	depleted	2.14227e-07
hsa-miR-942-5p	vascular associated smooth muscle cell	depleted	3.0193e-05
hsa-miR-942-5p	smooth muscle cell	depleted	0.000139541
hsa-miR-944	epithelial cell	enriched	6.46053e-15
hsa-miR-944	endo-epithelial cell	enriched	2.92153e-14
hsa-miR-944	general ecto-epithelial cell	enriched	1.46606e-12
hsa-miR-944	leukocyte	depleted	3.0791e-12
hsa-miR-944	hematopoietic cell	depleted	9.22437e-12
hsa-miR-944	mesodermal cell	depleted	8.04089e-10
hsa-miR-1179	pluripotent stem cell	enriched	1.71458e-11
hsa-miR-1179	iPS	enriched	2.39346e-05
hsa-miR-1179	embryonic stem cell	enriched	2.65959e-05
hsa-miR-1179	mesodermal cell	depleted	9.61755e-09
hsa-miR-1179	hematopoietic cell	depleted	5.94208e-05
hsa-miR-1179	smooth muscle cell	depleted	7.86726e-05
hsa-miR-1180-3p	epithelial cell	enriched	1.01134e-10
hsa-miR-1180-3p	lining cell	enriched	3.01495e-09
hsa-miR-1180-3p	endothelial cell	enriched	7.59647e-08
hsa-miR-1180-3p	leukocyte	depleted	3.28877e-36
hsa-miR-1180-3p	hematopoietic cell	depleted	4.5769e-29
hsa-miR-1180-3p	myeloid leukocyte	depleted	9.17878e-18
hsa-miR-1181-3p	alpha-beta T cell	depleted	0.000257383
hsa-miR-1181-3p	leukocyte	depleted	0.000266113
hsa-miR-1185-5p	muscle cell	enriched	4.4457e-12
hsa-miR-1185-5p	mesodermal cell	enriched	4.36771e-11
hsa-miR-1185-5p	fibroblast	enriched	1.41389e-10
hsa-miR-1185-5p	leukocyte	depleted	3.82969e-31
hsa-miR-1185-5p	hematopoietic cell	depleted	3.23081e-28
hsa-miR-1185-5p	lymphocyte	depleted	6.86783e-17
hsa-miR-1185-1-3p	mesodermal cell	enriched	1.01214e-07
hsa-miR-1185-1-3p	muscle cell	enriched	3.48822e-07
hsa-miR-1185-1-3p	fibroblast	enriched	2.5225e-05
hsa-miR-1185-1-3p	leukocyte	depleted	9.17494e-29
hsa-miR-1185-1-3p	hematopoietic cell	depleted	1.74916e-23
hsa-miR-1185-1-3p	lymphocyte	depleted	9.16026e-15
hsa-miR-1193-3p	leukocyte	depleted	2.10205e-06
hsa-miR-1193-3p	hematopoietic cell	depleted	5.30474e-05
hsa-miR-1197	extraembryonic cell	enriched	1.75105e-11
hsa-miR-1197	muscle cell	enriched	4.0783e-08
hsa-miR-1197	mesodermal cell	enriched	2.13439e-07
hsa-miR-1197	leukocyte	depleted	3.2471e-26
hsa-miR-1197	hematopoietic cell	depleted	8.34561e-22
hsa-miR-1197	lymphocyte	depleted	3.20173e-13
hsa-miR-1224-5p	Fibroblast - Mammary	enriched	1.51523e-05
hsa-miR-1224-5p	fibroblast	enriched	1.58234e-05
hsa-miR-1224-5p	epithelial cell	depleted	1.21809e-05
hsa-miR-1226-3p	epithelial cell	enriched	1.66285e-09
hsa-miR-1226-3p	retinal pigment epithelial cell	enriched	1.39303e-08
hsa-miR-1226-3p	pigment cell	enriched	4.14334e-07
hsa-miR-1226-3p	lymphocyte	depleted	2.73286e-07
hsa-miR-1226-3p	muscle cell	depleted	1.28531e-06
hsa-miR-1226-3p	smooth muscle cell	depleted	4.201e-05
hsa-miR-1227-3p	epithelial cell	enriched	6.28295e-11
hsa-miR-1227-3p	retinal pigment epithelial cell	enriched	1.01534e-05
hsa-miR-1227-3p	kidney epithelial cell	enriched	1.02274e-05
hsa-miR-1227-3p	fat cell	depleted	0.000165111
hsa-miR-1228-3p	mesodermal cell	enriched	7.5009e-09
hsa-miR-1228-3p	macrophage	enriched	1.14371e-05
hsa-miR-1228-3p	stromal cell	enriched	1.52844e-05
hsa-miR-1228-3p	lymphocyte	depleted	1.25626e-10
hsa-miR-1228-3p	leukocyte	depleted	1.64402e-07
hsa-miR-1228-3p	hematopoietic cell	depleted	8.00687e-07
hsa-miR-1229-3p	epithelial cell	enriched	9.58989e-10
hsa-miR-1229-3p	endothelial cell of vascular tree	enriched	7.51185e-06
hsa-miR-1229-3p	endo-epithelial cell	enriched	8.97217e-06
hsa-miR-1229-3p	lymphocyte	depleted	1.25348e-06
hsa-miR-1231-3p	hematopoietic cell	depleted	6.01515e-06
hsa-miR-1231-3p	leukocyte	depleted	9.28983e-06
hsa-miR-1237-3p	pluripotent stem cell	depleted	3.88473e-05
hsa-miR-1237-3p	muscle cell	depleted	0.000105795
hsa-miR-1243	pluripotent stem cell	enriched	1.49059e-17
hsa-miR-1243	iPS	enriched	7.81621e-08
hsa-miR-1243	embryonic stem cell	enriched	1.47419e-07
hsa-miR-1243	mesodermal cell	depleted	9.5274e-08
hsa-miR-1244	CD14-positive, CD16-positive monocyte	enriched	3.11256e-06
hsa-miR-1244	classical monocyte	enriched	2.74351e-05
hsa-miR-1244	leukocyte	depleted	4.77178e-05
hsa-miR-1244	hematopoietic cell	depleted	9.08616e-05
hsa-miR-1245a-5p	mesodermal cell	enriched	4.18695e-10
hsa-miR-1245a-5p	muscle cell	enriched	2.59337e-06
hsa-miR-1245a-5p	stromal cell	enriched	1.89702e-05
hsa-miR-1245a-5p	leukocyte	depleted	4.5665e-15
hsa-miR-1245a-5p	hematopoietic cell	depleted	7.75638e-12
hsa-miR-1245a-5p	epithelial cell	depleted	1.80497e-10
hsa-miR-1245b-5p	placental epithelial cell	enriched	6.70884e-05
hsa-miR-1245b-5p	extraembryonic cell	enriched	0.00013618
hsa-miR-1247-5p	extraembryonic cell	enriched	7.95217e-08
hsa-miR-1247-5p	ciliated epithelial cell	enriched	3.03372e-05
hsa-miR-1247-5p	neurectodermal cell	enriched	4.96237e-05
hsa-miR-1247-5p	neural cell	depleted	6.46838e-06
hsa-miR-1247-5p	astrocyte	depleted	8.90424e-06
hsa-miR-1247-5p	meso-epithelial cell	depleted	1.4955e-05
hsa-miR-1248	leukocyte	enriched	1.97053e-15
hsa-miR-1248	hematopoietic cell	enriched	4.0232e-14
hsa-miR-1248	lymphocyte	enriched	1.94527e-10
hsa-miR-1248	fat cell	depleted	4.99693e-05
hsa-miR-1248	GAG secreting cell	depleted	0.000219854
hsa-miR-1248	epithelial cell	depleted	0.000281899
hsa-miR-1249-3p	monocyte	enriched	5.93845e-35
hsa-miR-1249-3p	phagocyte	enriched	7.86155e-32
hsa-miR-1249-3p	myeloid leukocyte	enriched	1.9251e-29
hsa-miR-1249-3p	lining cell	depleted	1.16817e-09
hsa-miR-1249-3p	secretory cell	depleted	1.98301e-09
hsa-miR-1249-3p	extracellular matrix secreting cell	depleted	9.30172e-07
hsa-miR-1250-5p	myeloid leukocyte	enriched	2.57184e-11
hsa-miR-1250-5p	monocyte	enriched	3.10003e-07
hsa-miR-1250-5p	phagocyte	enriched	4.0457e-07
hsa-miR-1250-5p	leukocyte	depleted	3.34515e-08
hsa-miR-1250-5p	hematopoietic cell	depleted	6.79028e-08
hsa-miR-1251-5p	embryonic stem cell	enriched	1.83317e-07
hsa-miR-1251-5p	neural cell	enriched	5.22643e-07
hsa-miR-1251-5p	ciliated epithelial cell	enriched	2.07477e-06
hsa-miR-1251-5p	mesodermal cell	depleted	5.57928e-06
hsa-miR-1252-5p	neuronal stem cell	enriched	4.14815e-06
hsa-miR-1252-5p	neural cell	enriched	2.02946e-05
hsa-miR-1254	pluripotent stem cell	enriched	5.19286e-05
