name	sample	description
11882	FF:11882-125D1	CD14+ monocytes - treated with Trehalose dimycolate (TDM), donor3
11883	FF:11883-125D2	CD14+ monocytes - mock treated, donor3
11884	FF:11884-125D3	CD14+ monocytes - treated with Group A streptococci, donor3
11885	FF:11885-125D4	CD14+ monocytes - treated with lipopolysaccharide, donor3
11886	FF:11886-125D5	CD14+ monocytes - treated with Salmonella, donor3
11887	FF:11887-125D6	CD14+ monocytes - treated with Cryptococcus, donor3
11888	FF:11888-125D7	CD14+ monocytes - treated with Candida, donor3
11889	FF:11889-125D8	CD14+ monocytes - treated with B-glucan, donor3
11890	FF:11890-125D9	Hep-2 cells treated with Streptococci strain 5448, biol_rep1
11891	FF:11891-125E1	Hep-2 cells treated with Streptococci strain 5448, biol_rep2
11892	FF:11892-125E2	Hep-2 cells treated with Streptococci strain 5448, biol_rep3
11894	FF:11894-125E4	Hep-2 cells treated with Streptococci strain JRS4, biol_rep1
11895	FF:11895-125E5	Hep-2 cells treated with Streptococci strain JRS4, biol_rep2
11896	FF:11896-125E6	Hep-2 cells treated with Streptococci strain JRS4, biol_rep3
11898	FF:11898-125E8	Hep-2 cells mock treated, biol_rep1
11899	FF:11899-125E9	Hep-2 cells mock treated, biol_rep2
11900	FF:11900-125F1	Hep-2 cells mock treated, biol_rep3
11901	FF:11901-125F2	migratory langerhans cells, donor1
11902	FF:11902-125F3	migratory langerhans cells, donor2
11903	FF:11903-125F4	migratory langerhans cells, donor3
11904	FF:11904-125F5	immature langerhans cells, donor1
11905	FF:11905-125F6	immature langerhans cells, donor2
11906	FF:11906-125F7	CD4+CD25-CD45RA+ naive conventional T cells, donor3
11907	FF:11907-125F8	CD4+CD25+CD45RA+ naive regulatory T cells, donor3
11908	FF:11908-125F9	CD4+CD25+CD45RA- memory regulatory T cells, donor3
11909	FF:11909-125G1	CD4+CD25-CD45RA- memory conventional T cells, donor3
11910	FF:11910-125G2	CD14+CD16- Monocytes, donor3
11911	FF:11911-125G3	CD14-CD16+ Monocytes, donor3
11912	FF:11912-125G4	CD14+CD16+ Monocytes, donor3
11913	FF:11913-125G5	CD4+CD25-CD45RA+ naive conventional T cells expanded, donor2
11914	FF:11914-125G6	CD4+CD25-CD45RA- memory conventional T cells expanded, donor2
11915	FF:11915-125G7	CD4+CD25+CD45RA+ naive regulatory T cells expanded, donor2
11916	FF:11916-125G8	CD4+CD25+CD45RA- memory regulatory T cells expanded, donor2
11917	FF:11917-125G9	CD4+CD25-CD45RA+ naive conventional T cells expanded, donor3
11918	FF:11918-125H1	CD4+CD25-CD45RA- memory conventional T cells expanded, donor3
11919	FF:11919-125H2	CD4+CD25+CD45RA+ naive regulatory T cells expanded, donor3
11920	FF:11920-125H3	CD4+CD25+CD45RA- memory regulatory T cells expanded, donor3
11921	FF:11921-125H4	Fibroblast - Gingival, donor6 (aggressive periodontitis)
11922	FF:11922-125H5	Fibroblast - Gingival, donor6 (control)
11923	FF:11923-125H6	Fibroblast - Gingival, donor7 (aggressive periodontitis)
11924	FF:11924-125H7	Fibroblast - Gingival, donor7 (control)
11925	FF:11925-125H8	Fibroblast - Gingival, donor8 (chronic periodontitis)
11926	FF:11926-125H9	Fibroblast - Gingival, donor8 (control)
11927	FF:11927-125I1	Fibroblast - Gingival, donor9 (control)
11928	FF:11928-125I2	Fibroblast - Gingival, donor10 (periodontitis)
11929	FF:11929-125I3	Mallassez-derived cells, donor2
11930	FF:11930-125I4	Mallassez-derived cells, donor3
11931	FF:11931-125I5	CD34 cells differentiated to erythrocyte lineage, biol_ rep1
11932	FF:11932-125I6	CD34 cells differentiated to erythrocyte lineage, biol_ rep2
11933	FF:11933-125I7	Olfactory epithelial cells, donor1
11934	FF:11934-125I8	Olfactory epithelial cells, donor2
11935	FF:11935-125I9	Olfactory epithelial cells, donor3
11936	FF:11936-126A1	Olfactory epithelial cells, donor4
11937	FF:11937-126A2	gamma delta positive T cells, donor1
11938	FF:11938-126A3	gamma delta positive T cells, donor2
11939	FF:11939-126A4	Mast cell, expanded, donor5
11940	FF:11940-126A5	Mast cell, expanded and stimulated, donor5
11941	FF:11941-126A6	Mast cell, expanded, donor8
11942	FF:11942-126A7	Mast cell, expanded and stimulated, donor8
11960	FF:11960-126C7	Smooth muscle cells - airway, asthmatic, donor1
11961	FF:11961-126C8	Smooth muscle cells - airway, asthmatic, donor2
11962	FF:11962-126C9	Smooth muscle cells - airway, asthmatic, donor3
11963	FF:11963-126D1	Smooth muscle cells - airway, asthmatic, donor4
11964	FF:11964-126D2	Smooth muscle cells - airway, asthmatic, donor5
11965	FF:11965-126D3	Smooth muscle cells - airway, asthmatic, donor6
11966	FF:11966-126D4	Smooth muscle cells - airway, control, donor1
11967	FF:11967-126D5	Smooth muscle cells - airway, control, donor2
11968	FF:11968-126D6	Smooth muscle cells - airway, control, donor3
11969	FF:11969-126D7	Smooth muscle cells - airway, control, donor4
12130	FF:12130-128D6	common myeloid progenitor CMP, donor1
12131	FF:12131-128D7	granulocyte macrophage progenitor, donor1
12132	FF:12132-128D8	promyelocytes/myelocytes PMC, donor1
12133	FF:12133-128D9	neutrophil PMN, donor1
12134	FF:12134-128E1	common myeloid progenitor CMP, donor2
12135	FF:12135-128E2	granulocyte macrophage progenitor, donor2
12136	FF:12136-128E3	promyelocytes/myelocytes PMC, donor2
12137	FF:12137-128E4	neutrophil PMN, donor2
12139	FF:12139-128E6	granulocyte macrophage progenitor, donor3
12140	FF:12140-128E7	promyelocytes/myelocytes PMC, donor3
12141	FF:12141-128E8	neutrophil PMN, donor3
12142	FF:12142-128E9	Mallassez-derived cells, donor1 (MZH3)
12148	FF:12148-128F6	CD8+ T Cells (pluriselect), donor090325, donation1
12151	FF:12151-128F9	CD19+ B Cells (pluriselect), donor090325, donation1
12156	FF:12156-128G5	Mesothelial Cells, donor2
12171	FF:12171-128I2	CD8+ T Cells (pluriselect), donor090325, donation2
12174	FF:12174-128I5	CD19+ B Cells (pluriselect), donor090325, donation2
12176	FF:12176-128I7	Whole blood (ribopure), donor090325, donation1
12177	FF:12177-128I8	Whole blood (ribopure), donor090325, donation2
12179	FF:12179-129A1	Whole blood (ribopure), donor090309, donation1
12180	FF:12180-129A2	Whole blood (ribopure), donor090309, donation2
12181	FF:12181-129A3	Whole blood (ribopure), donor090309, donation3
12182	FF:12182-129A4	Whole blood (ribopure), donor090612, donation1
12183	FF:12183-129A5	Whole blood (ribopure), donor090612, donation2
12184	FF:12184-129A6	Whole blood (ribopure), donor090612, donation3
12186	FF:12186-129A8	CD8+ T Cells (pluriselect), donor090309, donation1
12189	FF:12189-129B2	CD19+ B Cells (pluriselect), donor090309, donation1
12191	FF:12191-129B4	CD8+ T Cells (pluriselect), donor090309, donation2
12194	FF:12194-129B7	CD19+ B Cells (pluriselect), donor090309, donation2
12196	FF:12196-129B9	CD8+ T Cells (pluriselect), donor090309, donation3
12199	FF:12199-129C3	CD19+ B Cells (pluriselect), donor090309, donation3
12201	FF:12201-129C5	CD8+ T Cells (pluriselect), donor090612, donation1
12204	FF:12204-129C8	CD19+ B Cells (pluriselect), donor090612, donation1
12206	FF:12206-129D1	CD8+ T Cells (pluriselect), donor090612, donation2
12209	FF:12209-129D4	CD19+ B Cells (pluriselect), donor090612, donation2
12211	FF:12211-129D6	CD8+ T Cells (pluriselect), donor090612, donation3
12214	FF:12214-129D9	CD19+ B Cells (pluriselect), donor090612, donation3
12223	FF:12223-129E9	CD133+ stem cells - cord blood derived, pool1
12224	FF:12224-129F1	CD133+ stem cells - adult bone marrow derived, pool1
12225	FF:12225-129F2	CD34+ stem cells - adult bone marrow derived, donor1
12226	FF:12226-129F3	nasal epithelial cells, donor1
12227	FF:12227-129F4	nasal epithelial cells, donor2
12231	FF:12231-129F8	mature adipocyte, donor1
12232	FF:12232-129F9	mature adipocyte, donor2
12233	FF:12233-129G1	mature adipocyte, donor3
12234	FF:12234-129G2	mature adipocyte, donor4
12235	FF:12235-129G3	amniotic membrane cells, donor1
12236	FF:12236-129G4	amniotic membrane cells, donor2
12237	FF:12237-129G5	amniotic membrane cells, donor3
12238	FF:12238-129G6	chorionic membrane cells, donor1
12239	FF:12239-129G7	chorionic membrane cells, donor2
12240	FF:12240-129G8	chorionic membrane cells, donor3
12241	FF:12241-129G9	Basophils, donor1
12242	FF:12242-129H1	Basophils, donor2
12243	FF:12243-129H2	Basophils, donor3
12244	FF:12244-129H3	Eosinophils, donor1
12245	FF:12245-129H4	Eosinophils, donor2
12246	FF:12246-129H5	Eosinophils, donor3
12260	FF:12260-130A1	Lymphatic Endothelial cells response to VEGFC, 00hr00min, biol_rep1 (MM XIX - 1)
12261	FF:12261-130A2	Lymphatic Endothelial cells response to VEGFC, 00hr15min, biol_rep1 (MM XIX - 2)
12262	FF:12262-130A3	Lymphatic Endothelial cells response to VEGFC, 00hr30min, biol_rep1 (MM XIX - 3)
12263	FF:12263-130A4	Lymphatic Endothelial cells response to VEGFC, 00hr45min, biol_rep1 (MM XIX - 4)
12264	FF:12264-130A5	Lymphatic Endothelial cells response to VEGFC, 01hr00min, biol_rep1 (MM XIX - 5)
12265	FF:12265-130A6	Lymphatic Endothelial cells response to VEGFC, 01hr20min, biol_rep1 (MM XIX - 6)
12266	FF:12266-130A7	Lymphatic Endothelial cells response to VEGFC, 01hr40min, biol_rep1 (MM XIX - 7)
12267	FF:12267-130A8	Lymphatic Endothelial cells response to VEGFC, 02hr00min, biol_rep1 (MM XIX - 8)
12268	FF:12268-130A9	Lymphatic Endothelial cells response to VEGFC, 02hr30min, biol_rep1 (MM XIX - 9)
12269	FF:12269-130B1	Lymphatic Endothelial cells response to VEGFC, 03hr00min, biol_rep1 (MM XIX - 10)
12270	FF:12270-130B2	Lymphatic Endothelial cells response to VEGFC, 03hr30min, biol_rep1 (MM XIX - 11)
12271	FF:12271-130B3	Lymphatic Endothelial cells response to VEGFC, 04hr, biol_rep1 (MM XIX - 12)
12272	FF:12272-130B4	Lymphatic Endothelial cells response to VEGFC, 05hr, biol_rep1 (MM XIX - 13)
12273	FF:12273-130B5	Lymphatic Endothelial cells response to VEGFC, 06hr, biol_rep1 (MM XIX - 14)
12274	FF:12274-130B6	Lymphatic Endothelial cells response to VEGFC, 07hr, biol_rep1 (MM XIX - 15)
12275	FF:12275-130B7	Lymphatic Endothelial cells response to VEGFC, 08hr, biol_rep1 (MM XIX - 16)
12382	FF:12382-131E6	Lymphatic Endothelial cells response to VEGFC, 00hr00min, biol_rep2 (MM XIV - 1)
12383	FF:12383-131E7	Lymphatic Endothelial cells response to VEGFC, 00hr15min, biol_rep2 (MM XIV - 2)
12384	FF:12384-131E8	Lymphatic Endothelial cells response to VEGFC, 00hr30min, biol_rep2 (MM XIV - 3)
12385	FF:12385-131E9	Lymphatic Endothelial cells response to VEGFC, 00hr45min, biol_rep2 (MM XIV - 4)
12386	FF:12386-131F1	Lymphatic Endothelial cells response to VEGFC, 01hr00min, biol_rep2 (MM XIV - 5)
12387	FF:12387-131F2	Lymphatic Endothelial cells response to VEGFC, 01hr20min, biol_rep2 (MM XIV - 6)
12388	FF:12388-131F3	Lymphatic Endothelial cells response to VEGFC, 01hr40min, biol_rep2 (MM XIV - 7)
12389	FF:12389-131F4	Lymphatic Endothelial cells response to VEGFC, 02hr00min, biol_rep2 (MM XIV - 8)
12390	FF:12390-131F5	Lymphatic Endothelial cells response to VEGFC, 02hr30min, biol_rep2 (MM XIV - 9)
12391	FF:12391-131F6	Lymphatic Endothelial cells response to VEGFC, 03hr00min, biol_rep2 (MM XIV - 10)
12392	FF:12392-131F7	Lymphatic Endothelial cells response to VEGFC, 03hr30min, biol_rep2 (MM XIV - 11)
12393	FF:12393-131F8	Lymphatic Endothelial cells response to VEGFC, 04hr, biol_rep2 (MM XIV - 12)
12394	FF:12394-131F9	Lymphatic Endothelial cells response to VEGFC, 05hr, biol_rep2 (MM XIV - 13)
12395	FF:12395-131G1	Lymphatic Endothelial cells response to VEGFC, 06hr, biol_rep2 (MM XIV - 14)
12396	FF:12396-131G2	Lymphatic Endothelial cells response to VEGFC, 07hr, biol_rep2 (MM XIV - 15)
12397	FF:12397-131G3	Lymphatic Endothelial cells response to VEGFC, 08hr, biol_rep2 (MM XIV - 16)
12504	FF:12504-133A2	Lymphatic Endothelial cells response to VEGFC, 00hr00min, biol_rep3 (MM XXII - 1)
12505	FF:12505-133A3	Lymphatic Endothelial cells response to VEGFC, 00hr15min, biol_rep3 (MM XXII - 2)
12506	FF:12506-133A4	Lymphatic Endothelial cells response to VEGFC, 00hr30min, biol_rep3 (MM XXII - 3)
12507	FF:12507-133A5	Lymphatic Endothelial cells response to VEGFC, 00hr45min, biol_rep3 (MM XXII - 4)
12508	FF:12508-133A6	Lymphatic Endothelial cells response to VEGFC, 01hr00min, biol_rep3 (MM XXII - 5)
12509	FF:12509-133A7	Lymphatic Endothelial cells response to VEGFC, 01hr20min, biol_rep3 (MM XXII - 6)
12510	FF:12510-133A8	Lymphatic Endothelial cells response to VEGFC, 01hr40min, biol_rep3 (MM XXII - 7)
12511	FF:12511-133A9	Lymphatic Endothelial cells response to VEGFC, 02hr00min, biol_rep3 (MM XXII - 8)
12512	FF:12512-133B1	Lymphatic Endothelial cells response to VEGFC, 02hr30min, biol_rep3 (MM XXII - 9)
12513	FF:12513-133B2	Lymphatic Endothelial cells response to VEGFC, 03hr00min, biol_rep3 (MM XXII - 10)
12514	FF:12514-133B3	Lymphatic Endothelial cells response to VEGFC, 03hr30min, biol_rep3 (MM XXII - 11)
12515	FF:12515-133B4	Lymphatic Endothelial cells response to VEGFC, 04hr, biol_rep3 (MM XXII - 12)
12516	FF:12516-133B5	Lymphatic Endothelial cells response to VEGFC, 05hr, biol_rep3 (MM XXII - 13)
12517	FF:12517-133B6	Lymphatic Endothelial cells response to VEGFC, 06hr, biol_rep3 (MM XXII - 14)
12518	FF:12518-133B7	Lymphatic Endothelial cells response to VEGFC, 07hr, biol_rep3 (MM XXII - 15)
12519	FF:12519-133B8	Lymphatic Endothelial cells response to VEGFC, 08hr, biol_rep3 (MM XXII - 16)
12626	FF:12626-134E7	H9 Embryonic Stem cells, biol_rep1 (H9ES-1)
12627	FF:12627-134E8	H9 Embryoid body cells, melanocytic induction, day00, biol_rep1 (H9EB-1 d0)
12628	FF:12628-134E9	H9 Embryoid body cells, melanocytic induction, day01, biol_rep1 (H9EB-1 d1)
12629	FF:12629-134F1	H9 Embryoid body cells, melanocytic induction, day03, biol_rep1 (H9EB-1 d3)
12630	FF:12630-134F2	H9 Embryoid body cells, melanocytic induction, day06, biol_rep1 (H9EB-1 d6)
12631	FF:12631-134F3	H9 Embryoid body cells, melanocytic induction, day09, biol_rep1 (H9EB-1 d9)
12632	FF:12632-134F4	H9 Embryoid body cells, melanocytic induction, day12, biol_rep1 (H9EB-1 d12)
12633	FF:12633-134F5	H9 Embryoid body cells, melanocytic induction, day15, biol_rep1 (H9EB-1 d15)
12634	FF:12634-134F6	H9 Embryoid body cells, melanocytic induction, day18, biol_rep1 (H9EB-1 d18)
12635	FF:12635-134F7	H9 Embryoid body cells, melanocytic induction, day21, biol_rep1 (H9EB-1 d21)
12636	FF:12636-134F8	H9 Embryoid body cells, melanocytic induction, day24, biol_rep1 (H9EB-1 d24)
12637	FF:12637-134F9	H9 Embryoid body cells, melanocytic induction, day27, biol_rep1 (H9EB-1 d27)
12638	FF:12638-134G1	H9 Embryoid body cells, melanocytic induction, day30, biol_rep1 (H9EB-1 d30)
12639	FF:12639-134G2	H9 Embryoid body cells, melanocytic induction, day34, biol_rep1 (H9EB-1 d34)
12640	FF:12640-134G3	H9 Embryoid body cells, melanocytic induction, day41, biol_rep1 (H9EB-1 d41)
12641	FF:12641-134G4	Melanocyte, donor1 (MC+1)
12642	FF:12642-134G5	Aortic smooth muscle cell response to FGF2, 00hr00min, biol_rep1 (LK1)
12643	FF:12643-134G6	Aortic smooth muscle cell response to FGF2, 00hr15min, biol_rep1 (LK4)
12644	FF:12644-134G7	Aortic smooth muscle cell response to FGF2, 00hr30min, biol_rep1 (LK7)
12645	FF:12645-134G8	Aortic smooth muscle cell response to FGF2, 00hr45min, biol_rep1 (LK10)
12646	FF:12646-134G9	Aortic smooth muscle cell response to FGF2, 01hr, biol_rep1 (LK13)
12647	FF:12647-134H1	Aortic smooth muscle cell response to FGF2, 02hr, biol_rep1 (LK16)
12648	FF:12648-134H2	Aortic smooth muscle cell response to FGF2, 03hr, biol_rep1 (LK19)
12649	FF:12649-134H3	Aortic smooth muscle cell response to FGF2, 04hr, biol_rep1 (LK22)
12650	FF:12650-134H4	Aortic smooth muscle cell response to FGF2, 05hr, biol_rep1 (LK25)
12651	FF:12651-134H5	Aortic smooth muscle cell response to FGF2, 06hr, biol_rep1 (LK28)
12652	FF:12652-134H6	Aortic smooth muscle cell response to IL1b, 00hr00min, biol_rep1 (LK31)
12653	FF:12653-134H7	Aortic smooth muscle cell response to IL1b, 00hr15min, biol_rep1 (LK34)
12654	FF:12654-134H8	Aortic smooth muscle cell response to IL1b, 00hr30min, biol_rep1 (LK37)
12655	FF:12655-134H9	Aortic smooth muscle cell response to IL1b, 00hr45min, biol_rep1 (LK40)
12656	FF:12656-134I1	Aortic smooth muscle cell response to IL1b, 01hr, biol_rep1 (LK43)
12657	FF:12657-134I2	Aortic smooth muscle cell response to IL1b, 02hr, biol_rep1 (LK46)
12658	FF:12658-134I3	Aortic smooth muscle cell response to IL1b, 03hr, biol_rep1 (LK49)
12659	FF:12659-134I4	Aortic smooth muscle cell response to IL1b, 04hr, biol_rep1 (LK52)
12660	FF:12660-134I5	Aortic smooth muscle cell response to IL1b, 05hr, biol_rep1 (LK55)
12661	FF:12661-134I6	Aortic smooth muscle cell response to IL1b, 06hr, biol_rep1 (LK58)
12662	FF:12662-134I7	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr00min, biol_rep1 (A1 T0)
12663	FF:12663-134I8	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr15min, biol_rep1 (A1 T1)
12664	FF:12664-134I9	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr30min, biol_rep1 (A1 T2)
12665	FF:12665-135A1	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr45min, biol_rep1 (A1 T3)
12666	FF:12666-135A2	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 01hr00min, biol_rep1 (A1 T4)
12667	FF:12667-135A3	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 01hr20min, biol_rep1 (A1 T5)
12668	FF:12668-135A4	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 01hr40min, biol_rep1 (A1 T6)
12669	FF:12669-135A5	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 02hr00min, biol_rep1 (A1 T7)
12670	FF:12670-135A6	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 02hr30min, biol_rep1 (A1 T8)
12671	FF:12671-135A7	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 03hr, biol_rep1 (A1 T9)
12672	FF:12672-135A8	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 04hr, biol_rep1 (A1 T10)
12673	FF:12673-135A9	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 08hr, biol_rep1 (A1 T11)
12674	FF:12674-135B1	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 24hr, biol_rep1 (A1 T12)
12675	FF:12675-135B2	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, day04, biol_rep1 (A1 T13)
12676	FF:12676-135B3	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, day07, biol_rep1 (A1 T14)
12677	FF:12677-135B4	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, day14, biol_rep1 (A1 T15)
12678	FF:12678-135B5	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, day21, biol_rep1 (A1 T16)
12679	FF:12679-135B6	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, day28, biol_rep1 (A1 T17)
12697	FF:12697-135D6	Saos-2 osteosarcoma cell line, untreated control, day28, biol_rep1 (B1 T17)
12698	FF:12698-135D7	Monocyte-derived macrophages response to LPS, 00hr00min, donor1 (t1 Subject1)
12699	FF:12699-135D8	Monocyte-derived macrophages response to LPS, 00hr15min, donor1 (t2 Subject1)
12700	FF:12700-135D9	Monocyte-derived macrophages response to LPS, 00hr30min, donor1 (t3 Subject1)
12701	FF:12701-135E1	Monocyte-derived macrophages response to LPS, 00hr45min, donor1 (t4 Subject1)
12702	FF:12702-135E2	Monocyte-derived macrophages response to LPS, 01hr00min, donor1 (t5 Subject1)
12703	FF:12703-135E3	Monocyte-derived macrophages response to LPS, 01hr20min, donor1 (t6 Subject1)
12704	FF:12704-135E4	Monocyte-derived macrophages response to LPS, 01hr40min, donor1 (t7 Subject1)
12705	FF:12705-135E5	Monocyte-derived macrophages response to LPS, 02hr00min, donor1 (t8 Subject1)
12706	FF:12706-135E6	Monocyte-derived macrophages response to LPS, 02hr30min, donor1 (t9 Subject1)
12707	FF:12707-135E7	Monocyte-derived macrophages response to LPS, 03hr00min, donor1 (t10 Subject1)
12708	FF:12708-135E8	Monocyte-derived macrophages response to LPS, 03hr30min, donor1 (t11 Subject1)
12709	FF:12709-135E9	Monocyte-derived macrophages response to LPS, 04hr, donor1 (t12 Subject1)
12710	FF:12710-135F1	Monocyte-derived macrophages response to LPS, 05hr, donor1 (t13 Subject1)
12711	FF:12711-135F2	Monocyte-derived macrophages response to LPS, 06hr, donor1 (t14 Subject1)
12712	FF:12712-135F3	Monocyte-derived macrophages response to LPS, 07hr, donor1 (t15 Subject1)
12713	FF:12713-135F4	Monocyte-derived macrophages response to LPS, 08hr, donor1 (t16 Subject1)
12714	FF:12714-135F5	Monocyte-derived macrophages response to LPS, 10hr, donor1 (t17 Subject1)
12715	FF:12715-135F6	Monocyte-derived macrophages response to LPS, 12hr, donor1 (t18 Subject1)
12716	FF:12716-135F7	Monocyte-derived macrophages response to LPS, 14hr, donor1 (t19 Subject1)
12717	FF:12717-135F8	Monocyte-derived macrophages response to LPS, 16hr, donor1 (t20 Subject1)
12718	FF:12718-135F9	Monocyte-derived macrophages response to LPS, 18hr, donor1 (t21 Subject1)
12719	FF:12719-135G1	Monocyte-derived macrophages response to LPS, 20hr, donor1 (t22 Subject1)
12720	FF:12720-135G2	Monocyte-derived macrophages response to LPS, 22hr, donor1 (t23 Subject1)
12721	FF:12721-135G3	Monocyte-derived macrophages response to LPS, 24hr, donor1 (t24 Subject1)
12722	FF:12722-135G4	Monocyte-derived macrophages response to LPS, 36hr, donor1 (t25 Subject1)
12723	FF:12723-135G5	Monocyte-derived macrophages response to LPS, 48hr, donor1 (t26 Subject1)
12724	FF:12724-135G6	H9 Embryonic Stem cells, biol_rep2 (H9ES-2)
12725	FF:12725-135G7	H9 Embryoid body cells, melanocytic induction, day00, biol_rep2 (H9EB-2 d0)
12726	FF:12726-135G8	H9 Embryoid body cells, melanocytic induction, day01, biol_rep2 (H9EB-2 d1)
12727	FF:12727-135G9	H9 Embryoid body cells, melanocytic induction, day03, biol_rep2 (H9EB-2 d3)
12728	FF:12728-135H1	H9 Embryoid body cells, melanocytic induction, day06, biol_rep2 (H9EB-2 d6)
12729	FF:12729-135H2	H9 Embryoid body cells, melanocytic induction, day09, biol_rep2 (H9EB-2 d9)
12730	FF:12730-135H3	H9 Embryoid body cells, melanocytic induction, day12, biol_rep2 (H9EB-2 d12)
12731	FF:12731-135H4	H9 Embryoid body cells, melanocytic induction, day15, biol_rep2 (H9EB-2 d15)
12732	FF:12732-135H5	H9 Embryoid body cells, melanocytic induction, day18, biol_rep2 (H9EB-2 d18)
12733	FF:12733-135H6	H9 Embryoid body cells, melanocytic induction, day21, biol_rep2 (H9EB-2 d21)
12734	FF:12734-135H7	H9 Embryoid body cells, melanocytic induction, day24, biol_rep2 (H9EB-2 d24)
12735	FF:12735-135H8	H9 Embryoid body cells, melanocytic induction, day27, biol_rep2 (H9EB-2 d27)
12736	FF:12736-135H9	H9 Embryoid body cells, melanocytic induction, day30, biol_rep2 (H9EB-2 d30)
12737	FF:12737-135I1	H9 Embryoid body cells, melanocytic induction, day34, biol_rep2 (H9EB-2 d34)
12738	FF:12738-135I2	H9 Embryoid body cells, melanocytic induction, day41, biol_rep2 (H9EB-2 d41)
12739	FF:12739-135I3	Melanocyte, donor2 (MC+2)
12740	FF:12740-135I4	Aortic smooth muscle cell response to FGF2, 00hr00min, biol_rep2 (LK2)
12741	FF:12741-135I5	Aortic smooth muscle cell response to FGF2, 00hr15min, biol_rep2 (LK5)
12742	FF:12742-135I6	Aortic smooth muscle cell response to FGF2, 00hr30min, biol_rep2 (LK8)
12743	FF:12743-135I7	Aortic smooth muscle cell response to FGF2, 00hr45min, biol_rep2 (LK11)
12744	FF:12744-135I8	Aortic smooth muscle cell response to FGF2, 01hr, biol_rep2 (LK14)
12745	FF:12745-135I9	Aortic smooth muscle cell response to FGF2, 02hr, biol_rep2 (LK17)
12746	FF:12746-136A1	Aortic smooth muscle cell response to FGF2, 03hr, biol_rep2 (LK20)
12747	FF:12747-136A2	Aortic smooth muscle cell response to FGF2, 04hr, biol_rep2 (LK23)
12748	FF:12748-136A3	Aortic smooth muscle cell response to FGF2, 05hr, biol_rep2 (LK26)
12749	FF:12749-136A4	Aortic smooth muscle cell response to FGF2, 06hr, biol_rep2 (LK29)
12750	FF:12750-136A5	Aortic smooth muscle cell response to IL1b, 00hr00min, biol_rep2 (LK32)
12751	FF:12751-136A6	Aortic smooth muscle cell response to IL1b, 00hr15min, biol_rep2 (LK35)
12752	FF:12752-136A7	Aortic smooth muscle cell response to IL1b, 00hr30min, biol_rep2 (LK38)
12753	FF:12753-136A8	Aortic smooth muscle cell response to IL1b, 00hr45min, biol_rep2 (LK41)
12754	FF:12754-136A9	Aortic smooth muscle cell response to IL1b, 01hr, biol_rep2 (LK44)
12755	FF:12755-136B1	Aortic smooth muscle cell response to IL1b, 02hr, biol_rep2 (LK47)
12756	FF:12756-136B2	Aortic smooth muscle cell response to IL1b, 03hr, biol_rep2 (LK50)
12757	FF:12757-136B3	Aortic smooth muscle cell response to IL1b, 04hr, biol_rep2 (LK53)
12758	FF:12758-136B4	Aortic smooth muscle cell response to IL1b, 05hr, biol_rep2 (LK56)
12759	FF:12759-136B5	Aortic smooth muscle cell response to IL1b, 06hr, biol_rep2 (LK59)
12760	FF:12760-136B6	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr00min, biol_rep2 (A2 T0)
12761	FF:12761-136B7	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr15min, biol_rep2 (A2 T1)
12762	FF:12762-136B8	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr30min, biol_rep2 (A2 T2)
12763	FF:12763-136B9	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr45min, biol_rep2 (A2 T3)
12764	FF:12764-136C1	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 01hr00min, biol_rep2 (A2 T4)
12765	FF:12765-136C2	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 01hr20min, biol_rep2 (A2 T5)
12766	FF:12766-136C3	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 01hr40min, biol_rep2 (A2 T6)
12767	FF:12767-136C4	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 02hr00min, biol_rep2 (A2 T7)
